17:30:39 [Skill] INFO  Skill:137 - Connecting to Furhat server on 0.0.0.0:1932
17:30:39 [Chatgpt_furhatSkill] INFO  Chatgpt_furhatSkill:164 - Starting skill
17:30:41 [EventSystem] ERROR EventSystem:183 - Timed out while waiting for class furhatos.event.responses.ResponseFaceEngine
17:30:41 [EventSystem] WARN  FurhatFace:255 - Exception while waiting for FaceEngine
17:30:56 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:56 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:57 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:57 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:58 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:58 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:58 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:58 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:59 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:59 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:59 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:30:59 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:00 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:00 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:00 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:00 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:01 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:01 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:01 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:01 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:02 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:02 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:02 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:02 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:03 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:03 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:03 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:03 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:04 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:04 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:04 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:04 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:05 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:05 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:05 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:05 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:06 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:06 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:06 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:06 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:07 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:07 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:07 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:07 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:08 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:08 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:08 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:08 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:09 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:09 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:09 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:09 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:10 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:10 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:10 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:10 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:11 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:11 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:11 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:11 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:12 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:12 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:12 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:12 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:13 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:13 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:13 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:13 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:14 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:14 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:14 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:14 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:15 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:15 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:15 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:15 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:16 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:16 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:16 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:16 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:17 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:17 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
